ID,Date,Localisation à Montréal,Secteur d'activité de l'entreprise,Nombre d'employés de l'entreprise au 1er mars 2020,Sujet de la demande: Soutien financier,Sujet de la demande: Maintien des opérations,Sujet de la demande: Fiscalité (taxes et impôts),Sujet de la demande: Ressources humaines,Sujet de la demande: Réglementation,Sujet de la demande: Marketing,Sujet de la demande: Santé et sécurité,Source de la demande,Arrondissement ou ville liée
1883,2020-04-07,Oui,Commerce de gros,1 à 4 employés,Soutien financier,,,,,,,Téléphone,Saint-Laurent
1884,2020-04-07,Oui,Restauration et bar,1 à 4 employés,Soutien financier,Maintien des opérations,Fiscalité (taxes et impôts),,,,,Téléphone,Le Plateau-Mont-Royal
1885,2020-04-07,Oui,Restauration et bar,5 à 24 employés,Soutien financier,,,,,,,Téléphone,Ville-Marie
1886,2020-04-07,Oui,Industrie de l’information et culturelle,Taille inconnue,Soutien financier,,,,,,,Téléphone,Le Plateau-Mont-Royal
1887,2020-04-07,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Téléphone,Côte-Saint-Luc
1890,2020-04-07,Oui,Autres,1 à 4 employés,,Maintien des opérations,,,Réglementation,,,Téléphone,Pierrefonds-Roxboro
1891,2020-04-07,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Téléphone,Pierrefonds-Roxboro
1892,2020-04-07,Oui,Restauration et bar,25 à 99 employés,Soutien financier,Maintien des opérations,,,,,,Téléphone,Rosemont–La Petite-Patrie
1893,2020-04-07,Oui,Autres,1 à 4 employés,Soutien financier,,,Ressources humaines,,,,Téléphone,Montréal-Nord
1894,2020-04-07,Oui,Autres,Taille inconnue,Soutien financier,,,,,,,Téléphone,Montréal-Nord
1895,2020-04-07,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,,,Téléphone,Côte-des-Neiges–Notre-Dame-de-Grâce
1896,2020-04-07,Oui,Autres,1 à 4 employés,Soutien financier,,,,,,,Téléphone,Le Plateau-Mont-Royal
1897,2020-04-07,Oui,Industrie de l’information et culturelle,Taille inconnue,Soutien financier,,,,,,,Téléphone,Ville-Marie
1898,2020-04-07,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,,,,,Téléphone,Le Plateau-Mont-Royal
1899,2020-04-07,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,,,Téléphone,Villeray–Saint-Michel–Parc-Extension
1900,2020-04-08,Oui,Autres,25 à 99 employés,,,,,,Marketing,,Formulaire,Villeray–Saint-Michel–Parc-Extension
1901,2020-04-08,Non,Autres,1 à 4 employés,,,,,,,,Formulaire,Hors Montréal
1903,2020-04-08,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Ville-Marie
1904,2020-04-08,Oui,"Arts, spectacles et loisirs",5 à 24 employés,Soutien financier,Maintien des opérations,Fiscalité (taxes et impôts),Ressources humaines,,Marketing,,Formulaire,Verdun
1905,2020-04-08,Oui,Autres,1 à 4 employés,,,,,,Marketing,,Formulaire,Villeray–Saint-Michel–Parc-Extension
1907,2020-04-08,Oui,Commerce de détail,1 à 4 employés,,Maintien des opérations,,,,,,Formulaire,Hors Montréal
1908,2020-04-08,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Ville-Marie
1909,2020-04-09,Oui,"Arts, spectacles et loisirs",5 à 24 employés,,,,,,,,Formulaire,Le Plateau-Mont-Royal
1910,2020-04-09,Oui,Autres,5 à 24 employés,Soutien financier,,,,,,,Formulaire,Le Plateau-Mont-Royal
1911,2020-04-09,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,,,Formulaire,LaSalle
1912,2020-04-09,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Rosemont–La Petite-Patrie
1913,2020-04-09,Oui,"Arts, spectacles et loisirs",5 à 24 employés,Soutien financier,,,,,,,Formulaire,Le Plateau-Mont-Royal
1914,2020-04-09,Oui,"Arts, spectacles et loisirs",5 à 24 employés,,,,,,,Santé et sécurité,Formulaire,Le Plateau-Mont-Royal
1915,2020-04-09,Oui,Autres,5 à 24 employés,,,,,,,,Formulaire,Le Plateau-Mont-Royal
1916,2020-04-09,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Saint-Laurent
1917,2020-04-09,Oui,Autres,1 à 4 employés,Soutien financier,,Fiscalité (taxes et impôts),,,,,Formulaire,Villeray–Saint-Michel–Parc-Extension
1918,2020-04-09,Oui,Industrie de l’information et culturelle,5 à 24 employés,Soutien financier,Maintien des opérations,,,,,,Formulaire,Le Plateau-Mont-Royal
1919,2020-04-10,Oui,"Arts, spectacles et loisirs",5 à 24 employés,Soutien financier,,,,,,,Formulaire,Ville-Marie
1920,2020-04-10,Oui,Autres,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Ville-Marie
1921,2020-04-10,Oui,"Arts, spectacles et loisirs",1 à 4 employés,,,Fiscalité (taxes et impôts),,,,,Formulaire,Ville-Marie
1922,2020-04-10,Oui,Commerce de détail,25 à 99 employés,,,,,,Marketing,,Formulaire,Pointe-Claire
1923,2020-04-10,Oui,Services d’hébergement,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Ville-Marie
1924,2020-04-10,Oui,Restauration et bar,5 à 24 employés,Soutien financier,Maintien des opérations,,,,,,Formulaire,Ville-Marie
1925,2020-04-10,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Hors Montréal
1926,2020-04-10,Oui,Commerce de détail,1 à 4 employés,Soutien financier,Maintien des opérations,Fiscalité (taxes et impôts),,,,,Formulaire,Outremont
1927,2020-04-10,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Le Plateau-Mont-Royal
1928,2020-04-11,Oui,Fabrication,1 à 4 employés,Soutien financier,Maintien des opérations,Fiscalité (taxes et impôts),,Réglementation,Marketing,,Formulaire,Saint-Laurent
1929,2020-04-12,Oui,Autres,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Le Plateau-Mont-Royal
1930,2020-04-13,Oui,Autres,1 à 4 employés,,,,Ressources humaines,,,,Formulaire,Côte-Saint-Luc
1931,2020-04-13,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Rivière-des-Prairies–Pointe-aux-Trembles
1932,2020-04-13,Oui,Commerce de détail,1 à 4 employés,Soutien financier,Maintien des opérations,,,,,,Formulaire,Côte-des-Neiges–Notre-Dame-de-Grâce
1933,2020-04-13,Oui,Autres,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Villeray–Saint-Michel–Parc-Extension
1934,2020-04-13,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Rosemont–La Petite-Patrie
1935,2020-04-14,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Ahuntsic–Cartierville
1936,2020-04-14,Oui,"Arts, spectacles et loisirs",1 à 4 employés,Soutien financier,Maintien des opérations,,,,,,Formulaire,Le Plateau-Mont-Royal
1937,2020-04-14,Oui,Industrie de l’information et culturelle,1 à 4 employés,Soutien financier,Maintien des opérations,,Ressources humaines,Réglementation,,,Formulaire,Rosemont–La Petite-Patrie
1938,2020-04-14,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Le Plateau-Mont-Royal
1940,2020-04-14,Oui,Commerce de détail,1 à 4 employés,Soutien financier,Maintien des opérations,,,,Marketing,,Formulaire,Le Plateau-Mont-Royal
1941,2020-04-14,Oui,Autres,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Ahuntsic–Cartierville
1942,2020-04-15,Oui,"Arts, spectacles et loisirs",5 à 24 employés,Soutien financier,,,,,,,Formulaire,Villeray–Saint-Michel–Parc-Extension
1943,2020-04-15,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Montréal-Nord
1944,2020-04-15,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,Fiscalité (taxes et impôts),,,,,Formulaire,Villeray–Saint-Michel–Parc-Extension
1945,2020-04-15,Oui,Commerce de gros,1 à 4 employés,Soutien financier,Maintien des opérations,,,,,,Formulaire,Rivière-des-Prairies–Pointe-aux-Trembles
1946,2020-04-15,Oui,Commerce de détail,5 à 24 employés,Soutien financier,Maintien des opérations,,,,,,Formulaire,Anjou
1947,2020-04-15,Oui,Autres,5 à 24 employés,,,,,,Marketing,,Formulaire,Verdun
1948,2020-04-15,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Rosemont–La Petite-Patrie
1949,2020-04-08,Oui,"Arts, spectacles et loisirs",25 à 99 employés,,,,,Réglementation,,,Téléphone,Ville-Marie
1950,2020-04-08,Oui,"Arts, spectacles et loisirs",1 à 4 employés,Soutien financier,,,,,,,Téléphone,Ville-Marie
1954,2020-04-08,Oui,Autres,1 à 4 employés,Soutien financier,,,,,,,Téléphone,Montréal-Nord
1955,2020-04-08,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",25 à 99 employés,Soutien financier,,,,,,,Téléphone,Anjou
1956,2020-04-08,Oui,Autres,Taille inconnue,,,,,,,,Téléphone,Saint-Laurent
1957,2020-04-08,Oui,Services d’hébergement,1 à 4 employés,Soutien financier,,,,,,,Téléphone,Rivière-des-Prairies–Pointe-aux-Trembles
1959,2020-04-08,Oui,Autres,1 à 4 employés,,Maintien des opérations,,,Réglementation,,,Téléphone,Côte-des-Neiges–Notre-Dame-de-Grâce
1961,2020-04-08,Oui,Restauration et bar,5 à 24 employés,Soutien financier,,,,,,,Téléphone,Ville-Marie
1962,2020-04-08,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Téléphone,Outremont
1965,2020-04-08,Oui,Restauration et bar,1 à 4 employés,,,,,,,,Téléphone,Mercier–Hochelaga-Maisonneuve
1966,2020-04-09,Oui,Transport et entreposage,Taille inconnue,Soutien financier,,,,,,,Téléphone,Inconnu(e)
1969,2020-04-09,Oui,Fabrication,25 à 99 employés,,,Fiscalité (taxes et impôts),,,,,Téléphone,Saint-Laurent
1970,2020-04-09,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,,,,,,,,Téléphone,Inconnu(e)
1971,2020-04-09,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",25 à 99 employés,,Maintien des opérations,,Ressources humaines,,,,Téléphone,Le Plateau-Mont-Royal
1972,2020-04-09,Oui,Commerce de détail,5 à 24 employés,Soutien financier,Maintien des opérations,,,,,,Téléphone,Le Plateau-Mont-Royal
1973,2020-04-09,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Téléphone,Le Plateau-Mont-Royal
1974,2020-04-09,Oui,Restauration et bar,5 à 24 employés,Soutien financier,,,,,,,Téléphone,Rosemont–La Petite-Patrie
1975,2020-04-09,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,,,Téléphone,Westmount
1976,2020-04-09,Oui,Industrie de l’information et culturelle,1 à 4 employés,Soutien financier,,,,,,,Téléphone,Ahuntsic–Cartierville
1977,2020-04-14,Oui,Autres,Taille inconnue,Soutien financier,,,,,,,Téléphone,Montréal-Nord
1978,2020-04-14,Oui,Commerce de détail,Taille inconnue,,,,,,,,Téléphone,Rivière-des-Prairies–Pointe-aux-Trembles
1980,2020-04-14,Oui,Commerce de gros,1 à 4 employés,Soutien financier,,,,,,,Téléphone,Saint-Laurent
1981,2020-04-14,Oui,Autres,1 à 4 employés,Soutien financier,,,,,,,Téléphone,LaSalle
1983,2020-04-14,Oui,Autres,1 à 4 employés,Soutien financier,,,,,,,Téléphone,Ville-Marie
1984,2020-04-14,Oui,Commerce de gros,1 à 4 employés,Soutien financier,,,,,,,Téléphone,Saint-Laurent
1988,2020-04-14,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,,,,,Réglementation,,,Téléphone,Le Plateau-Mont-Royal
1989,2020-04-14,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,Fiscalité (taxes et impôts),,,,,Téléphone,Rosemont–La Petite-Patrie
1990,2020-04-14,Oui,Commerce de détail,1 à 4 employés,,,Fiscalité (taxes et impôts),,,,,Téléphone,Ahuntsic–Cartierville
1991,2020-04-14,Oui,Autres,5 à 24 employés,Soutien financier,Maintien des opérations,,Ressources humaines,,,,Téléphone,Le Plateau-Mont-Royal
1992,2020-04-14,Oui,Restauration et bar,Taille inconnue,Soutien financier,,,,,,,Téléphone,Ahuntsic–Cartierville
1993,2020-04-14,Oui,Construction,Taille inconnue,,,,,,,,Téléphone,Ville-Marie
1994,2020-04-14,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Téléphone,Montréal-Nord
1995,2020-04-14,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Téléphone,Ahuntsic–Cartierville
1996,2020-04-14,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,,,Téléphone,Rosemont–La Petite-Patrie
1997,2020-04-14,Oui,Restauration et bar,Taille inconnue,,,,,,,,Téléphone,Côte-des-Neiges–Notre-Dame-de-Grâce
1998,2020-04-14,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,,Maintien des opérations,,,,,,Téléphone,Côte-des-Neiges–Notre-Dame-de-Grâce
1999,2020-04-14,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,,,Téléphone,Hampstead
2001,2020-04-14,Oui,Restauration et bar,5 à 24 employés,Soutien financier,,,,,,,Téléphone,Ahuntsic–Cartierville
2002,2020-04-15,Oui,Autres,1 à 4 employés,Soutien financier,,,,,,,Téléphone,Villeray–Saint-Michel–Parc-Extension
2003,2020-04-15,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",25 à 99 employés,Soutien financier,,,,,,,Téléphone,Verdun
2004,2020-04-15,Oui,Commerce de détail,1 à 4 employés,Soutien financier,Maintien des opérations,,,,,,Téléphone,Rosemont–La Petite-Patrie
2005,2020-04-15,Oui,Restauration et bar,1 à 4 employés,Soutien financier,,,,,,,Téléphone,Villeray–Saint-Michel–Parc-Extension
2006,2020-04-15,Oui,"Arts, spectacles et loisirs",1 à 4 employés,,,,,,,,Téléphone,Ahuntsic–Cartierville
2007,2020-04-15,Oui,Restauration et bar,1 à 4 employés,Soutien financier,,,,,,,Téléphone,Villeray–Saint-Michel–Parc-Extension
2008,2020-04-15,Oui,Autres,1 à 4 employés,Soutien financier,,,,,,,Téléphone,Pointe-Claire
2010,2020-04-15,Oui,Commerce de détail,1 à 4 employés,Soutien financier,Maintien des opérations,,,,,,Téléphone,Montréal-Nord
2011,2020-04-15,Oui,"Arts, spectacles et loisirs",25 à 99 employés,Soutien financier,,,,,,,Téléphone,Ahuntsic–Cartierville
2012,2020-04-15,Oui,Commerce de gros,1 à 4 employés,Soutien financier,,,,,,,Téléphone,Saint-Laurent
2014,2020-04-15,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Téléphone,Rosemont–La Petite-Patrie
2015,2020-04-15,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",5 à 24 employés,Soutien financier,,,,,,,Téléphone,Ville-Marie
2016,2020-04-15,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Téléphone,Villeray–Saint-Michel–Parc-Extension
2019,2020-04-15,Oui,Restauration et bar,1 à 4 employés,Soutien financier,,,,,,,Téléphone,Le Plateau-Mont-Royal
2020,2020-04-16,Oui,Autres,5 à 24 employés,Soutien financier,Maintien des opérations,,Ressources humaines,,,,Formulaire,Ville-Marie
2021,2020-04-16,Oui,Autres,1 à 4 employés,,,Fiscalité (taxes et impôts),,,,,Formulaire,Ahuntsic–Cartierville
2022,2020-04-16,Oui,"Arts, spectacles et loisirs",5 à 24 employés,,Maintien des opérations,,,,,,Formulaire,Le Plateau-Mont-Royal
2023,2020-04-16,Oui,Industrie de l’information et culturelle,5 à 24 employés,Soutien financier,Maintien des opérations,,,,,,Formulaire,Le Plateau-Mont-Royal
2024,2020-04-16,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Villeray–Saint-Michel–Parc-Extension
2025,2020-04-16,Oui,Commerce de gros,5 à 24 employés,Soutien financier,,,,,,,Formulaire,Villeray–Saint-Michel–Parc-Extension
2026,2020-04-16,Oui,Commerce de détail,5 à 24 employés,Soutien financier,Maintien des opérations,,,,Marketing,,Formulaire,Le Sud-Ouest
2027,2020-04-16,Oui,Autres,1 à 4 employés,Soutien financier,,Fiscalité (taxes et impôts),,,,,Formulaire,Saint-Léonard
2028,2020-04-16,Oui,Autres,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Hampstead
2029,2020-04-16,Oui,Autres,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Hors Montréal
2030,2020-04-16,Oui,Autres,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Verdun
2031,2020-04-16,Oui,Autres,25 à 99 employés,Soutien financier,,,,,,,Formulaire,Hors Montréal
2032,2020-04-16,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,Marketing,Santé et sécurité,Formulaire,Rosemont–La Petite-Patrie
2033,2020-04-16,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Rosemont–La Petite-Patrie
2034,2020-04-16,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Ahuntsic–Cartierville
2035,2020-04-17,Oui,Autres,1 à 4 employés,Soutien financier,,,,,Marketing,,Formulaire,Côte-Saint-Luc
2036,2020-04-17,Oui,Autres,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Côte-des-Neiges–Notre-Dame-de-Grâce
2037,2020-04-17,Oui,Autres,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Côte-des-Neiges–Notre-Dame-de-Grâce
2038,2020-04-17,Oui,Autres,5 à 24 employés,Soutien financier,,,,,,,Formulaire,Lachine
2039,2020-04-17,Oui,Commerce de détail,5 à 24 employés,Soutien financier,,,,,,,Formulaire,Dollard-des-Ormeaux
2040,2020-04-17,Oui,Industrie de l’information et culturelle,5 à 24 employés,Soutien financier,,,,,,,Formulaire,Saint-Laurent
2041,2020-04-17,Oui,Commerce de gros,5 à 24 employés,Soutien financier,Maintien des opérations,,,,,,Formulaire,Saint-Laurent
2042,2020-04-17,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Mercier–Hochelaga-Maisonneuve
2043,2020-04-17,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Le Plateau-Mont-Royal
2044,2020-04-17,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,,,,,,,,Formulaire,Saint-Léonard
2045,2020-04-17,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Saint-Léonard
2046,2020-04-18,Oui,Commerce de détail,1 à 4 employés,Soutien financier,Maintien des opérations,,,,Marketing,,Formulaire,Ville-Marie
2047,2020-04-19,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",5 à 24 employés,Soutien financier,Maintien des opérations,,,,,,Formulaire,Saint-Léonard
2048,2020-04-19,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Formulaire,Montréal-Nord
2050,2020-04-20,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Rosemont–La Petite-Patrie
2051,2020-04-20,Oui,Fabrication,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Ville-Marie
2052,2020-04-20,Oui,Restauration et bar,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Villeray–Saint-Michel–Parc-Extension
2053,2020-04-20,Oui,Restauration et bar,1 à 4 employés,Soutien financier,,,,,,,Formulaire,Ville-Marie
2054,2020-04-20,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,Fiscalité (taxes et impôts),,,,,Formulaire,Côte-des-Neiges–Notre-Dame-de-Grâce
2055,2020-04-21,Oui,Autres,1 à 4 employés,Soutien financier,,,Ressources humaines,,,,Formulaire,Rivière-des-Prairies–Pointe-aux-Trembles
2056,2020-04-21,Oui,Autres,1 à 4 employés,Soutien financier,,Fiscalité (taxes et impôts),,,,,Formulaire,Saint-Léonard
2057,2020-04-16,Oui,Restauration et bar,25 à 99 employés,Soutien financier,,,,,,,Téléphone,Anjou
2058,2020-04-16,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,,,Téléphone,Rosemont–La Petite-Patrie
2059,2020-04-16,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Téléphone,Anjou
2060,2020-04-16,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,,,Téléphone,Ville-Marie
2061,2020-04-16,Oui,Restauration et bar,1 à 4 employés,Soutien financier,,,,,,,Téléphone,Ahuntsic–Cartierville
2062,2020-04-16,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Téléphone,Rosemont–La Petite-Patrie
2063,2020-04-16,Oui,Autres,1 à 4 employés,Soutien financier,,Fiscalité (taxes et impôts),,,,,Téléphone,Westmount
2064,2020-04-16,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Téléphone,Outremont
2065,2020-04-16,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",25 à 99 employés,Soutien financier,,,,,,,Téléphone,Le Plateau-Mont-Royal
2067,2020-04-16,Oui,Restauration et bar,1 à 4 employés,Soutien financier,,,,,,,Téléphone,Villeray–Saint-Michel–Parc-Extension
2068,2020-04-16,Oui,Restauration et bar,5 à 24 employés,Soutien financier,,,,,,,Téléphone,Rosemont–La Petite-Patrie
2069,2020-04-16,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",25 à 99 employés,Soutien financier,,,,,,,Téléphone,Le Plateau-Mont-Royal
2071,2020-04-16,Oui,Restauration et bar,1 à 4 employés,Soutien financier,,,,,,,Téléphone,Le Plateau-Mont-Royal
2073,2020-04-16,Oui,Commerce de détail,5 à 24 employés,Soutien financier,,,,,,,Téléphone,Ville-Marie
2074,2020-04-16,Localisation inconnue,Autres,Taille inconnue,,,,,,,,Téléphone,Inconnu(e)
2075,2020-04-16,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,,,Téléphone,Dorval
2076,2020-04-16,Oui,Restauration et bar,1 à 4 employés,Soutien financier,Maintien des opérations,,,,,,Téléphone,Rosemont–La Petite-Patrie
2077,2020-04-16,Oui,Autres,Taille inconnue,,,,,,,,Téléphone,Montréal-Est
2078,2020-04-16,Oui,Restauration et bar,1 à 4 employés,Soutien financier,,,,,,,Téléphone,Ville-Marie
2079,2020-04-16,Oui,Restauration et bar,Taille inconnue,Soutien financier,,,,,,,Téléphone,Saint-Laurent
2080,2020-04-16,Oui,Commerce de détail,1 à 4 employés,,,,,,,,Téléphone,Saint-Laurent
2081,2020-04-16,Oui,Commerce de détail,1 à 4 employés,,,,,,,,Téléphone,Mercier–Hochelaga-Maisonneuve
2082,2020-04-16,Oui,Restauration et bar,25 à 99 employés,Soutien financier,,,,,,,Téléphone,Ville-Marie
2083,2020-04-17,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,,,,,Téléphone,Le Sud-Ouest
2085,2020-04-17,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Téléphone,Ahuntsic–Cartierville
2086,2020-04-17,Oui,Autres,Taille inconnue,Soutien financier,Maintien des opérations,,,,,,Téléphone,Ville-Marie
2088,2020-04-17,Oui,Commerce de détail,5 à 24 employés,Soutien financier,Maintien des opérations,Fiscalité (taxes et impôts),,,Marketing,,Téléphone,Ville-Marie
2089,2020-04-17,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",5 à 24 employés,Soutien financier,,,,,,,Téléphone,LaSalle
2090,2020-04-17,Oui,Autres,1 à 4 employés,Soutien financier,,,,,,,Téléphone,Côte-des-Neiges–Notre-Dame-de-Grâce
2091,2020-04-17,Oui,Autres,1 à 4 employés,Soutien financier,,,,,,,Téléphone,Côte-Saint-Luc
2092,2020-04-17,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,,,Téléphone,Le Plateau-Mont-Royal
2093,2020-04-17,Oui,Restauration et bar,1 à 4 employés,Soutien financier,,,,,,,Téléphone,Le Plateau-Mont-Royal
2094,2020-04-17,Oui,Fabrication,1 à 4 employés,Soutien financier,,,,,,,Téléphone,Le Plateau-Mont-Royal
2095,2020-04-17,Oui,Industrie de l’information et culturelle,1 à 4 employés,Soutien financier,,,,Réglementation,,,Téléphone,Ville-Marie
2097,2020-04-20,Oui,Autres,Taille inconnue,Soutien financier,,,,,,,Téléphone,Le Sud-Ouest
2099,2020-04-20,Oui,Restauration et bar,1 à 4 employés,Soutien financier,,,,,,,Téléphone,Rosemont–La Petite-Patrie
2100,2020-04-20,Oui,Transport et entreposage,Taille inconnue,Soutien financier,,,,,,,Téléphone,Rosemont–La Petite-Patrie
2101,2020-04-20,Oui,Commerce de détail,1 à 4 employés,Soutien financier,,,,,,,Téléphone,Ahuntsic–Cartierville
2102,2020-04-20,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,,,,,Téléphone,Ahuntsic–Cartierville
2103,2020-04-20,Oui,Restauration et bar,5 à 24 employés,Soutien financier,,,,,,,Téléphone,Le Plateau-Mont-Royal
2104,2020-04-20,Oui,"Arts, spectacles et loisirs",Taille inconnue,Soutien financier,Maintien des opérations,,,,,,Téléphone,Rosemont–La Petite-Patrie
2105,2020-04-20,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",Taille inconnue,Soutien financier,,,,,,,Téléphone,Côte-des-Neiges–Notre-Dame-de-Grâce
2106,2020-04-20,Oui,"Services divers (ex. : garage, salon de coiffure et esthétique, buanderie, salon funéraire)",1 à 4 employés,Soutien financier,,,,,,,Téléphone,LaSalle
